#en_reviews,upvoted,early_access
Great engine for making hentai wallpapers,True,False
Tons of content. Amazing customization and build freedom. Awesome support from devs. Good and frequent enough events/races.,True,False
Strong Empire,True,False
Great banter,True,False
"Aaero Getting into the rhythm Aaero is a rhythm based twin stick shooter game... sortve Here you only use the two joy sticks to trace the lines of the song , and the right joy stick to lock onto enemies and the trigger to fire.. that’s it as this game takes you on a journey through 18 different tracks, chasing scores and stars to unlock the next,,, though is star and score chasing isn’t for you, there is a chill mode with all tracks already unlock for you… Aaero is still super enjoyable at times.. 7/10",True,False
It's like SCP but not,True,False
"I want  Identity Part 1-5 ,is it possible ?",True,False
"It's therapeutic. White men are the source of my life pains. Joke aside, Wow, it runs well on my GTX 1660 and it looks quite stunning. The thing that intrigued me the most about the game beside its native Indian premise is its sandbox approach with randomly generated everything making each campaign playthrough a totally new game and I must say I'm impressed. The melee fight might not be AAA-quality but it's sufficient and I hope they improve it further but the immersion and feeling are great! It's a game that chills you out and offer some really tense moments at the same time. You get attached to your camp(s). You can grow your tribe and you can see their improvement. I stole some pistols and rifles to equip my camp warriors with them and they carry and brandish their weapons at the camp when they are around!!! White-man patrol should be easily killed, now. HIGHLY RECOMMENDED even as it is. I want to see seasons and weather!",True,True
Don't Starve together... i guess ?,True,False
one of the best game i ever played. still not optimized for NVIDIA though..,True,False
The World's #1 Sun Glasses-themed Cool Dude Simulator.,True,False
I love this game because this game is my first computer game,True,False
Nice low poly runner game where need find different stuff. It is hard to find everything and that's why there is lot of gameplay even game is simple but tasks to achieve steam achievements are hard,True,False
"So fun to play with my wife (she’s not a gamer, but gladly enjoys the casual gameplay and cooperation this magnificent game has to offer)",True,True
"Really love this game, feels pretty retro with challenging puzzles, and while this is a remake, there is enough new contents and changes to make worth buying even if you played the original like I did.",True,False
Nice game!,True,False
"Excellent game play this will be good better If you release DLC pack on store,EZ 100% Achievements unlock",True,False
"I love CS:GO, It is the world number one FPS game",True,False
"Great game, After playing for some hours with my friend in coop i could notice that the game is better than u can notice from videos or reviews, the graphics aren't the best around but the game can still take your breath away with the scenery, the AI behaviour is lacking but still doesn't affect the game experience, u will still find it challenging, it's a really good RPG game with good content and lots of secrets for you to find, and amazing places to explore, really good to play singleplayer and even better to play with a friend trough coop mode. i recommend it 100%",True,False
"What a piece of art this entire game is, a great mystery solving game with a great story to discover!",True,False
"Short,Sweet and Simple! All in Russian I don't speak Russian but even a blind man or a child could have figured it out. Maybe not a blind man he could get stuck in maze wandering around forever. Very cheaply not priced $59.99 with over priced DLC's like most new releases. Needs achievements.",True,False
"Game is very slow, and having only 3 moves/day for each animal makes the game a bit too... ""Unbalanced"" for my taste. There are a lot of complex systems that seem to be fun to play around with. Unfortunately, I couldn't really be bothered to start another play-through, since I die early on. Not my type of game, but I suppose that it has it's audience.",True,False
"Okay... Basically the game is good.. But when i was on level 1 I've been playing against guys who were on level 152. So i felt a little bit unfair, but if you reach that level what the game basically requires everything's gonna be fun. In my opinion that game is worth buying.",True,False
This is a cool game!!!,True,False
"Fun game in small doses. It's not really a kind of game I would recommend playing multiple hours every day, and if you take it too seriously the RNG will make you rage. Probably best auto chess game at the moment.",True,True
"Never actually playing Arma for 1 minute, ive been playing dayz for quite a while ive determind that this is a good game, IF your computer can handle it and you are well equiped to cry when you lose gear. I love this game and have many hours offline too, probably about 400 + but ya know, im quite the master at this. Things that happen. 1. you gear up and die 2. you kill someone and take there gear, then die 3. you do really really good and gear up with friends, then a hacker kills you 4. you have someone befriend you then shoot you in the back and you lose your gear 5. you actually attain gear and become a bandit, killing everyone and people call you a hacker, then you get banned 6. you become a good person or a hero, and help people, then get killed by the bandit players 7. you crash a car into grass and die 8. you run through a field and break you legs....you die 9. you are flying a heli that you worked 5 hours to get, then the server crashes 10. you get hit by a zombie then get knocked out for 120 seconds...wake up dead 11. you get infected and end up coughing your guts out, someone hears you while walking around, you die 12. you have fun and end up getting bored after killing everyone and have a good set up base 13. you play and love it 14. you run for hours and hours to get to the good gear and a zombie kills you 15. you get good gear and need to run forever to find your friends 16. RUNNING SIMULATOR 2010-20?? Things I wish would happen. 1. You survive long enough to have fun as frankie would 2. you become as good as frankie 3. you learn that everyone is mean and DONT RAGE I recommend downloading a dayz launcher and using that to load into servers, the best server to get into if you want a normal expierience with no hackers and such. with having the vanilla dayz expierience is Bloodred Servers, just type in Bloodred. Hope to see you on the servers. -Moon",True,False
"""XBlaze! Activate!"" (Updated Review as of 7/6/16) If you ever thought to find your normal everyday life wasn't normal, then you've come to the right place, we start out our story of the Azure/Blue/etc. with Touya Kagari, a normal High School student with his pals Hinata and Akira, but when Touya comes to a place of remembrance, he meets a mysterious girl by the name of Es, and the two start their journeys together. As it is, XBlaze is the prequel story to the popular fighting game series ""BlazBlue"", the lore you'll seek from BlazBlue will also be mentioned here as well, including some characters within similar familiar names and other viable info. Originally available on the PS3/PSV, the Steam release is more or less the same as it is, with a few PC options to tweak to your style, along with the option to have the subtitles either in full English or Japanese. The game is pure Visual Novel, so the game relies on its own system called the ""Toi"" (which also has Character Bios), using it wisely will decide your fate, from getting the good, bad, or even the gag endings. Using ""Tips"" will let you know on info of the XBlaze world, though some of it will differ depending on which character route you're planning to clear. Either way, the port is great, and it loads scenes and such faster than the console version (also, bonus extras if you happen to clear all routes in the game), but yes, as usual with majority PC players, there will be problems with people trying to run it, it happens to some, but not all, but it happens. That's what there's the forums/discussions are they for people to check out the issues and for users that can help out on it if at all possible. As of 3/3/16, a 9.1MB Patch/Update/Etc. has fixed some of the game's issues as I've originally mentioned before, that being the A.O.S. crash, the half and half localization errors, and probably crashes when trying to continue certain chapters/routes. There still might be some bugs in there, but will be known whenever necessary. As of 7/6/16, Aksys Games announced at Anime Expo that XBlaze Lost: Memories will now get its steam port, so yeah! \^^/",True,False
S T O R Y G A M E II .,True,False
Haha car go brrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr Cachow lightning mcqueen here and you should buy this game cuz ur actually speed,True,False
"CSGO IS LOVE, CSGO IS LIFE!!!",True,False
"so yes, the game is great and all but when you move the camera i get down to low fps lag (when i move the kamera wile running) and i played this game with a high end gaming pc (a good pc).",True,True
Get ready to put on your headphones for a wonderful underground trip!!!,True,False
No one believes me anymore ....,True,False
With this you can walk around very natural in minecraft VR! (and other games) I rate “Natural Locomotion” 10/10,True,False
very good game,True,False
cs s review,True,False
Steam only shows 375 hours of playtime. I used external launchers most of the time. Thank god.,True,False
"I just want to say RIP Rick May voice of soldier, died on April 13th after contracting Covid 19. You were good son, real good. Maybe even the best.",True,False
Best story ever might make you addicted like i am now ♥♥♥♥,True,False
Really good i recommend it.,True,False
very much content.,True,False
"Me gusta la rumba! This game is like SimCity, only better!",True,False
Awesome vn. Has multiple endings. I would recommend it to anyone who likes anime and some science.,True,False
great game 9/10,True,False
Fallout 4 > Fallout 76 change my mind.,True,False
Amazing game VAC is 100% legit and never fails..........,True,False
COOL,True,False
ok game. Boring af tho,True,False
dont play matchmaking alone and it should be fun ^^,True,False
Very Good!,True,False
This is has changed my life forever. It is by far one of the best gfames I have every played. I'd rather play this game than pay five dollors to ♥♥♥♥ you !!!!,True,False
Does this game has the best graphic? ~ No. Is it reallistic and shows it the day of an airtraffic controller (ATC)? ~ Yeah. This game shows the day of an ATC pretty good. But this game is just for people who are really interested in the job as an ATC. If you are not interested you shouldn't buy this game.,True,False
"Definatelly one of the best Campaign i have played from games that are released in 2015 , non-stop action , never knows what happens next , so much abilities to use on your soldier , so much nice weapons and customisation during the Campaign , it was not easy like on some previous titles of COD where you on Hard walk like Chuck Norris trought the game and finish a Campaign with no dead. I fully enjoyed this Campaign and i apsolutely don't care about so much negative and joke  Review's for this games , for me , it made it well and i signature it for me for the Best Campaign of 2015 , alone the SP - Campaign  is playable by max 4 Player's as an Co-Op Campaign. Rush and Gun , like all cod tittles but this time a bit modern style  in the BO3 , mostly enjoable , not even a second bored for the short time i have played it , and i think i will spend a lot time on this tittle. Cooming soon ( Im not really rush into this mod because of the cheat population ) On my first turn , i joined Graphic setting in options and nothiced that the games was settup on maxed out , i turend v-synv on and i run it on a GTX 970 FTW+ with 16GB 1600hz ram on a AMD Phenom II X6 CPU 3,2GHz. Recording a gameplay with shadow play on full HD and high quality settings ,  and i was getting constant 60 FPS ( my monitor is 60 hz and i using v-sync ON ) = This is a Huge + So far 9/10 from me.. and i highly recommended it if you are open for something new , even if it's called Call of Duty ...",True,False
worth ur money,True,False
"Very fun for fans of space and strategy games, the sale on the starter pack is definitely worth it!",True,False
top game,True,False
Cute girls + Yuri sex scenes  That's all haha,True,False
"Simple to understand, harder to solve. If you like relaxing but challenging puzzle games with many levels (from A to Z + daily levels), you should definitely try out this one.",True,False
I don't know what to write. JUST TAKE IT! It's the best in it's series!,True,False
Best Story Ever!!!,True,False
If you don't have what to do  Do something to explode in gta 5,True,False
"This game was overwhelmingly postitive before telltale shut down and everyone review bombed it. Since then several companies have stepped foward to take it over and finish it, so it probably won't even be cancelled. Regardless, it's an awesome game so far, on par with the first two seasons. In my book it's worth the money even if only for the first two episodes just to play as Clementine one last time. Please stop with the negative reviews, it's not going to change anything. EDIT: Skybound just announced that they made a deal with telltale to finish The Walking Dead!",True,False
top,True,False
"This game actually gave me a few good scares, and i loved it! Now tbh it doesn't require much to get me with a jumpscare but still. Story was well put together, it had me interested along the way. The whole game had a correct feel to it.",True,False
Perhaps best described as a more relaxed and thoughtful version of GalCon Fusion. The graphics are simple yet engaging. The gameplay is ever-expanding as the main story progresses. All it needs now is multiplayer (which sadly looks unlikely),True,False
"Very fun coop and solo game. There have been ups and downs but what thing in life hasn't had those? When they have had downs, they've made an immediate effort to make things right. Overall, there is a lot of gameplay for a player and besides the amazing and well designed heists, there is also a Secret ARG which is rather intruiging.",True,False
"i perfer this game over overwatch becuase you can do many more thing to get the advantage over your oppenent than just changing your hero. before you enter a game you can go over to your champion of choice and make them a loadout which will greatly determine the way you play that champion and is an important part of the game. when making a loadout you can do things like redusing the cooldown of certain abilites or doing damage to sheilds or gaining more health and etc... when you enter a game you can choose talents wich can be unlocked by leveling up your champion. each champion has uniqe talents and further more determine your playstyle while puting you at a disadvantage or advantage against your enemy. when you choose a talent you can buy items with the credits you earn through killing,damaging,healing or capturing the payload. items are divided in four different categories which i don't remeber their names but they can effect your utility,healing,damage and sheild or armor(it's not exactly sheilds but i'll go with it).  the game is constantly being updated with bug fixes, nerf and buffs and skins and so on. the team is trying their best to make the players happy but sometimes they mess up wich can be forgived sometimes. i hope this post was usefull to you. thanks for reading.",True,False
Kinda like Skyrim with guns. Pretty good cast of characters. Vaas is a bad-ass psycho. Worth picking up.,True,False
"Great game, good to play with mates and very easy to learn.",True,False
Sanic using a fast car 777/10,True,False
Nice art and fast game play.,True,False
"Another game in which HiRez tries to milk the market.. That said, is a pretty good variation on the genre with the different classes I find it funny how HiRez keeps going after every genre somewhat big, instead of fixing issues in their current games.. And I'm someone that has played lots of Smite and Paladins.. Having Tribes was awesome, Global Agenda, sure; Smite with a 3D view on MOBA pretty cool.. Paladins just because Hero Shooters were popular, Hand of the Gods because everyone tried to copy HS, and now a Battle Royale They still haven't fixed many issues in Smite nor Paladins; that said, if you don't like Fortnite (for whatever reason) and don't like the aesthetics from PUBG/H1Z1, then try this game, is based on Paladins so is the same graphics and the classes makes it a little bit more challenging; so instead of PUBG/H1Z1 were people camp spots, or Fortnite were you got to destroy the buildings to get to the people, here you just use abilities",True,True
"Do you like shooting players, learning tactics and having hours of fun with friends? Yes? then this game is for you. BUT!! Don't play this game, if you rage a lot! There's a lot of stupid people, trollers, team killers.. and you'll keep loosing because of them. Also the game is totally broken in some points. Hitboxes are bugging, everything is bugging, lagging and glitching and all they do is adding new skins and cases. Few of those updates are totally unnecessary. WHO THE FUNK needs some stupid revolvers (almost noone uses them now), nerfed guns and in-game sounds from horse races? The FREAKING ranking system is the highest level of stupidity too.. There're people, who are actually good on low ranks and trolls on higher ranks.  Please, stop adding these dumb updates and rather ban cheaters. Half of the community use hacks and you're creating some cowboy sheez! THANKS!",True,False
"If you like puzzle games then this one is definitely for you. You have to pull the hooks/nails/whatever in the correct order without them getting stuck. The first levels are pretty simple, but from level 35-40 on (of 50 in total) it gets   challenging (if you are a puzzle nerd) or   challenging (if you aren't that much into puzzle game). In the later levels you have three ""lives"" so the game always stays very fair to you - although completing a level perfectly is totally satisfying. It was kinda relaxing but also a lot of fun for the little playtime you actually get (50 minutes for me). But hey, you can't really make a mistake for a price this low. I'd love to see more levels. Maybe someday even user designed ones ... Sooo ... become hooked.",True,False
Basically the game where you buckle your pants. Nothing else needs to be said. I love this game. BUY IT!,True,False
Worth every penny.,True,False
"""Assassin's creed"" basically became derogatory words around the 3rd-4th installment with people saying it's another Call of Duty in terms of differences between each installment and I guess Ubisoft was afraid of changing their ways, after all why alter something that already sells well, right? But oh boy, have they outdone themselves with the latest two games (Origins, Odyssey). They finally mostly dropped the real world story parts and focused on telling the Animus - the recollections part, which makes total sense considering no one ever actually cared about the real world narrative, when people think Assassin's Creed, they think Altair's and Ezio's stories, not Desmond's. Talking about characters, I only played Cassandra thus far out of the two character choices, but I gotta say she almost instantly became one of my AC favorites. They somehow managed to comply the SJW/feminist propaganda by making her a strong, self-dependent female individual while she's also very attractive, charismatic and powerful - truly an impressive feat. They also finally realized that unless they keep revealing major story plots throughout the playtime rather than only at the beginning and the end of the game, the playthrough would become repetitive and eventually boring. In Odyssey, one of the main mechanics became available after nearly 20 hours (!) of my game time. Obviously if you rush through, you'll progress way faster, but who doesn't explore and mess around in AC games..? The story itself is pretty good, it's not revolutionary by any means - good old revenge trope, but it's interesting enough to keep you engaged and there're some twists here and there. I'm not anywhere near the end of the game, so I'll refrain from commenting on this topic any further for now. Now the game isn't perfect, some people don't like the presence of an ingame store which lets you purchase ""time savers"" (cheats), but I simply choose to ignore those features - they don't really add anything meaningful to the game and it's easily playable without its usage, even on the hardest difficulty. Talking about difficulty, some fights seem to be really unbalanced - legendary creatures (such as the ♥♥♥♥♥♥♥♥ pig) force you to fight in a certain way so if you chose to be a full on assassin, you literally have to respec and even then it's tough. So far, the pig fight and the fraction battles were two situations I found really frustrating, other than that everything was doable (on nightmare difficulty). That being said, I'm quite impressed how good the game is thus far. 9.5/10 easily at the point of writing this review.",True,False
EZ Dlore will trun in to aimbot,True,False
People hated this game and i dont actually understand why since i enjoyed the story and the visuals :/,True,False
Better then *Cough Cough* The crew 2 version,True,False
"Warning - it will take you several hours before you can have wild fun like they've presented the game in the gameplay trailers At the start, your map has marks of several Arks, those contain new abilities and guns, but after you finish them, they don't show up anymore, you have to progress through the story, without idea when they're gonna show up again and then you have to either randomly look at every Question mark ? location, to see if it's an Ark or not , when I was one mission away from the end of the game, I had still 3 guns missing and for abilities I went through half of the game without most of them, simply because Arks are stupidly hidden in world map clustered with nonsense of ??? icons ...I literally finished the whole game, all NPCs were lvl 15,16,15 as I spent ton of time doing all side missions, I had 32 gun upgrade tokens and 20k feltrite and the nonsense upgrade system made it so that I had only lvl 2 guns, the entire game, on hard difficulty, so most of the tougher enemies felt like bullet sponges ! , this way you can actually use it, unlike the original terrible keybinding. By pressing Shift once, you'll warp into direction of the key that you hold (for example you hold A and press Shift, you warp to left), by holding Shift, you'll see enemies, your car and with later upgrades, chests, Ark chests and PDAs +plethora of weapons, shotguns, pistols, rocket launcher and more +interesting abilities like warping forward, powerful ground slam, little black hole +variety of vehicles to drive and upgrades for your main car, weapons and armor +the Overdrive mode basically allows you one shot kills, great for horde clearing +the gunplay is solid and taking down huge monsters, especially at the start, is a blast -pointless NPCs in cities, that you can talk with and they give you quests, for which they often don't give you anything -story is very straight forward Revenge type, with not many twists, often it felt like a chore -map is littered with icons for millions of things to do and it doesn't feel like you have real impact on the world -the Authority turrets are annoying bullet sponges that don't fit this game, you have to take cover and basically spam assault rifle shots at the blue part, then hide behind metal crate when it fires, do this for literally few minutes... -only your car can be upgraded, no other vehicles can get upgrades -the racing minigames on the track are quite bad, as the cars handle poorly -there's no real payoff for killing the spy drones, just another wasted chance -after you finish the game and credits roll, there's bit of cutscenes where all the major characters tell you how This isn't the end, and how you're needed very much in this world...this is sadly nonsense, there's nothing new once you finish, so no point in playing more",True,False
This is probably one of the best games ever! Love it!,True,True
Worth the price for premium edition including season pass (Free Upcoming DLC Character and Outfit). Can customize the character and find item at the Krypt. Usually play Tower Challenge that give us reward by completing it. Really enjoy the game so far. 10/10,True,False
this very good are,True,False
"A short-lived but important part of the Half-Life 2 storyline. Don't skip this, it may be shorter than the other two but it's still very much worth playing.",True,False
"Great platformer, every part of the game is fun and intereactive.",True,False
Yeah it's good,True,False
Received this as a gift and saw it was a matching card game so i was excited to play it. Ofcourse it's a bit to short but it was fun to match cards as fast as I could. If you like card games this is the one for you. Just be warned it's a bit addicting as the fast pace hard mode will keep your adrenaline pumping.,True,False
Definitly something you will enjoy: -Cute and fun characters -Good atmospheric music -Intresting story Overall a warm comfy experience would def. recommend,True,False
A great F2P FPS game... and the great part is you can even play it on potato PC xD hoping for more in future,True,True
"This game is easily the best dungeon crawler I have ever played this much, The content makes the game flourish, The availability of the classes make you want to keep going in the game, The random events are always fun. And the fact that the game keeps getting patches or updates just make me want to like it more. There's alot of builds and ways to play to choose from, and can last for hours. The replay value of the game is in check. Everything about the game is good. The game is not too hard or too easy and falls in the middle difficulties even in endgame times. Overall you get to play a whole nice adventure that can last for months!  Overall game rating - 9/10 One of the best games of its kind.",True,False
"Detention is a short horror game with a uniquely good story that leaves an emotional impact. The game has a great 2D art style and plays like a retro horror game from the 90's and an amazing soundtrack that makes the atmosphere so much creepier.  I think Detention's strong suit is it's setting as it is rare to see a game take place in a early 1960s Taiwan era, it really helps players educate themselves more through it's story. I feel that this is really important as it tells the political situation of the Taiwan White Terror era and how horrible it was back then, letting us not forget its brutal history. I highly recommend everyone to buy the game to support the developers Red Candle Games to create more games like this and ""Devotion"".",True,False
"The game runs as good as me and i'm disabled. Great game tho, just have a computer than isn't a disabled child.",True,False
Best Game And The Oldest in The Book Day of Defeat My Childhood Game Its amazing No Doubt,True,False
pretty good but its gonna take time to get used to. play for a few hours ans you'll start to like it,True,False
"600 hours of pure gameplay not afk, not ♥♥♥♥. Best Game I've Played",True,False
Zombidle: REMONSTERED is an indie clicker game. In this clicker game you play as the zombies/monsters burning down and pillaging the villages full of people gaining skulls along the way. You use those skulls as your currency for upgrading your amry of darkness. Every once in a while you also run across a scroll that will randomly appear on the screen. These scrolls give you extra things such as chests that have skill upgrades inside them or you can increase the value of the skulls that drop for a few minutes at a time. All in all this is a very well made clicker game and I would definitely look into it if you're interested in something new to help pass the time.,True,False
What can I say? It´s perfect!,True,False
"Utterly remarkable! Thanks for the outstanding experience, DONTNOD.",True,False
""" THIS THE BEST GAME THAT I EVER PLAY ON STEAM """,True,False
Best cat simulator ever. 10/10 would cat again.,True,False
"Ok I am biased on this review considering I am for REAL an actually Ghost sniper or so they call us that... civilians... enemy... haters... the US Government. The game is OK the state of play they use reminds me of Columbia just a different Cartel back than... we were fighting. Overall the missions are ok the timed missions suck unless I have C4 or I am blowing an entire base or compound I should not be given always 2:26 to do the stupid deed. That is funny the stupid timed missions... everything is timed down to the sec yes but I will be home eating a freaking Taco while your body bags are being loaded not waiting for my watch to hit zero trying to move a stupid truck up and down a road a mile whatever in always 2:26 drop this crap its stupid. Thats the only problem with the game I have. The AI is impressive not stupid can flank and even at times hunt you very smartly and if they dont get you especially Unidad soldiers they bring everybody and I mean EVERYBODY! twice I have actually fought Unidad soldiers over 200 in one game and playing solo just the other night easily 300 until yes they hunted and killed me and my squad by air and by ground. it appears the AI does not like the Unidad soldiers killed off it actually gets pissed off because they respawn like roaches,,,you kill 3 6 appear..you kill 6 12 appear and so on the AI gets angry. The stats kinda suck on elite soldiers, they are kinds confusing and hard as hell to understand how and when they raise...My Tactical I understand...My stealth Ok have no idea how you figure that one out because I have cleared major bases and compounds without ever being noticed and after %80 it does not move go figure and precision man ok every round has to be a confirmed kill I quess because that must be bullet to kill ratio but whatever still figuring that one out. KIA should be a stat on your player profile always good to look at a number showing enemy killed its motivating. The game is awesome graphics wise beautiful and crisp... couple hole traps where your dude falls in and you have to restart but minimal. Overall gameplay is super fluid and smooth wonderfull scenes and landscape just awesome in that department. Many complain of the grind and repeativeness but thats in real life as well only thing thats changes is the scenery you kill in Roger that. I give the Game 10/10",True,False
"Serious Sam 3 is everything you've come to expect from the franchise; An arcade, lightning fast, Arena Shooter that doesn't take it self to serious, but, with a twist or two for the better or worse. Just like its predecessors, each level is quite impressive in scale, designed from the ground up with the insane arena battles the franchise is known for in mind and the third game does not disappoint in that regard; On top of that, good old Sam still runs as fast as he did before and the ability to carry and entire arsenal of weapons at once (a total of fifteen) has NOT been taken away. Now, while linear, there are still many secret areas to be uncovered, as well as classic pick ups, ranging from different types of Ammo, Health Packs, Armour to Keys and/or any other kind of random item necessary to progress through the game. Pretty standard stuff, that in a way, feels kindda like a breath of fresh air in this day and age. ...now as far as progression and length goes, the game starts up quite slow for a Sam game, but not in an intrusive way like many modern titles do with their pointless scripted events, cutscenes or the like. Instead, the very first handful of levels are quite open to exploration (though still linear to a certain extent) with some interesting enemy placement, with nothing but a few moments dedicated to the insane Arena Shooting we all know and love; It kinda feels like a ""prologue"" for what's yet to come, but fear not, as we progress through the campaign, the game quickly goes back to its roots, and boy is this a long game!  The Single-Player campaign alone toke me over 20 hours to complete, there are also a couple of extra game modes to increase its length like Survival, Single-Player Co-Op and *Multiplayer (Deahtmatch, Capture the Flag, etc), and let's not forget about the Mods! Though... None of it stopped our friends at Croteam from modernizing their title a little, and trust me, I know that ""modernizing"" is a scary word in this day and age, not many franchises live to tell the story after receiving such treatment. ...but fear not, for the most part, the new addictions are nothing but ""cosmetic"" in a certain way, and I'm glad the game was not designed with the two abilities I'm about to mention in mind. For one, we were givin' the ability to Sprint and Aim down the sights; The first which is absolutely ridiculous in a decent way, if we take in consideration that Sam's default speed was NOT nerfed, and I'll leave the rest to your imagination; Now, such ability might come in handy when backtracking and looking for items, but can be exploited as well, since it gives you the ability to literally outrun any kind of enemy in the game. The former however, will slow you down to a crawl and only hurt you in the long run, in other words, do NOT aim down the sights, it's useless, and boy does that make me happy. For one, Serious Sam 3 lacks a Map, which could come in handy at times, specially for some of those dark underground and/or indoor areas that might require the use of your flash light; Dark areas that while few and far in between, are not particularly fun nor the most appropriate place to face of a horde of enemies... ...and by speaking of enemies, this brings me to two very annoying design choices... First one, has to do with the sheer amount of ""Hit Scan"" enemies the game throws at you, like the Clone Soldiers carrying Shotguns and Assault Rifles to the Hatchling Arachnoids (little Scorpions), they can be a pain, plain and simple, specially since we're talking about a game designed around projectile avoidance, though the worst offender has to be the Technopolip (Heli with tentacles) with its near perfect aim. The second faulty design choice, has to do with the insane amounts of dust/smoke effects that have the bad habit of blocking your view all the time, it's not exactly game breaking and as far as graphics and details go, they do look nice, but it's annoying none the less... To put it simple, Sam 3 is visually repetitive, consisting of Middle-Eastern desert towns, Pyramids and Ruins. That's about it... The game could have definitely benefited from different themes, variety is a nice thing. ...also, just like previews Sam titles, this is the kind of game that's fun to play for short amounts of time, lets say, an hour or two a day, otherwise it might become repetitive in the long run. *Sadly, Multiplayer modes like Deathmatch, Capture the Flag, etc, are almost dead (Co-Op modes in the other hand are not). To put it simple, this game has one of the most indepth graphics options menus there is, and as far as optimization goes, it's hard not to be impressed by how smooth the game runs at any given time having in consideration the scale of each map and the amount of enemies on screen.... ...and graphically speaking, the game looks pretty beautiful overall; Nice shadowing, decent textures and character models (nothing that hadn't been done before and done better though), destructible environments, respectable geometry, reflective surfaces and I could go on! I'd advise pushing Color Saturation all the way up though (or at the very least make sure to set up the Color Scheme to ""Vivid""), otherwise everything will look quite dull.   Serious Sam 3 is a frenetic First-Person Shooter (you may enable a Third-Person view as well by pressing H) that could in a certain be compared to ""Oldschool"" games of old, but NOT exactly in the same vain as Doom or Duke Nukem 3D; Sam games are far, far more simplified in terms of level design and complexity but on steroids as far as the shooting goes. It is a fine game with a few problems here and there, but the speed, insanity, enemy variety, constant switching between weapons (required to adapt or take down certain threats at any given time), the humor, secrets and a proper health system more than make up for it. Therefore, earning a respectable rEvo's rating of an 8.0 out of 10!",True,False
"This is such a great game, just bought it today because I was waiting for Sep 28 to get this game, I have played the beta version of this game for a few months now, overall, this is a great game and it can run on crappy computers. ALL ABOARD THE NOSTALGIA TRAIN!",True,True
Don't forget to eat your greens bois.,True,False
S.T.A.R.S,True,False
"Yeah, it's a meme. Yeah, it's not exactly perfect. Somehow, it's still a good racing game, and at that, it's a great racing game if you have people to play splitscreen with.",True,False
"one of the best games in my opinion, I recommend it 100%",True,False
"American truck simulator is a very beautiful and relaxing game, drive around with American styled trucks and deliver cargo over picked out states which is California, Nevada, Arizona, (with dlc’s you also get)  New Mexico, Utah, Washington and Oregon. There is amazing landscapes and plenty of landmarks to see. The customization for your trucks in this game is really nice as well, you can change cabins, chassis, paintjobs, adding tuning accessories or more powerful engines! The amount of different cargoes to choose from with that also multiple types of trailers  is also really amazing. The only con would be that you only get 3 states to begin with and if you want more you have to pay 11,99€ per state,  but with sales and stuff I find it ok I rate “American Truck Simulator” 8/10",True,False
i cry everytime...,True,False
It's Dark Souls.,True,False
"I got this game as part of a bundle, and out of 4 VR bundles and 20-odd games total, this is one of the very few that I'd recommend buying at full price. Good puzzles, good variety of mechanics/block types. The increase in puzzle difficulty and introduction of new block types are paced extremely well, and gameplay is very intuitive and polished overall. Takes roughly 1-1.5 hours to finish, depending on your aim.",True,False
"Great game, there are practically no minuses, however, it is sometimes frustrating when fighting bosses with friends is much too difficult than if you had played alone",True,False
The game is fun ONLY with friends,True,False
more and more scamers,True,False
the best cs and the best game ever,True,False
"This game has some potential!!It has a great gameplay,great puzzles,good-relaxing music and good graphics!!! This will be a very good game from my perspective!! Keep up the good work,it's coming along nicely   :)",True,False
"Haven't played for long, but already like it. Sure its sort of plain but has a nice bgm and very pleasing visuals.  Considering the devastating reviews, I had expected cancer, but this like lobster from yesterday -  so still pretty good. Also drops nice cards! Cant remember though, which preview i watched, that left me devastated (because of the music) ... Fortunatley only in that particular preview that was either on steam or elsewhere. If you have 3$/€ to spare and wanna give a shot to a short and fun RPG (without many frills) give it a try,  you'l most probably enjoy it! If not write positive review, to lure some other fools into the game you  deem as an abysmal trap. (j.k. its good, try it) Reviewers Score:  7.3/10 potato",True,False
Quite fun and very colorful. 7.6/10,True,False
